SampleID;Index;Sample_Type;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Version;PlateID;QC_Warning;LOD;NPX;Normalization
C22007932;7;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;5.0538999999999996;IPC Normalized
C22007932;7;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;3.5434100000000002;IPC Normalized
C22007932;7;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.5149000000000008;IPC Normalized
C22007930;10;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;2.4587300000000001;IPC Normalized
C22007930;10;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;9.7199299999999997;IPC Normalized
C22007930;10;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;7.9354899999999997;IPC Normalized
C22007930;10;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.41010000000000002;IPC Normalized
C22007930;10;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;1.68536;IPC Normalized
C22007930;10;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;2.2067600000000001;IPC Normalized
C22007930;10;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;5.17279;IPC Normalized
C22007930;10;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;2.5895299999999999;IPC Normalized
C22007930;10;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;10.89906;IPC Normalized
C22007930;10;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;7.5491900000000003;IPC Normalized
C22007930;10;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;10.524649999999999;IPC Normalized
C22007930;10;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;2.2943199999999999;IPC Normalized
C22007930;10;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;2.5465900000000001;IPC Normalized
C22007930;10;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;10.10276;IPC Normalized
C22007930;10;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;1.6726099999999999;IPC Normalized
C22007930;10;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;7.6317899999999996;IPC Normalized
C22007930;10;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;4.5875000000000004;IPC Normalized
C22007930;10;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;5.8835800000000003;IPC Normalized
C22007930;10;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;1.49895;IPC Normalized
C22007930;10;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;5.7390499999999998;IPC Normalized
C22007930;10;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.50237;IPC Normalized
C22007930;10;SAMPLE;OID00492;P14784;IL-2RB;0.96875;Inflammation;v.3023;1362718174.csv;Pass;1.63581;2.33921;IPC Normalized
C22007930;10;SAMPLE;OID00493;P01583;IL-1 alpha;0.875;Inflammation;v.3023;1362718174.csv;Pass;-1.589;-2.20689;IPC Normalized
C22007930;10;SAMPLE;OID00494;P13725;OSM;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31086000000000003;6.77963;IPC Normalized
C22007930;10;SAMPLE;OID00495;P60568;IL2;1;Inflammation;v.3023;1362718174.csv;Pass;1.13513;0.61783999999999994;IPC Normalized
C22007930;10;SAMPLE;OID00496;P09341;CXCL1;0;Inflammation;v.3023;1362718174.csv;Pass;1.6355999999999999;9.2142300000000006;IPC Normalized
C22007930;10;SAMPLE;OID00497;Q969D9;TSLP;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.47404;0.93818999999999997;IPC Normalized
C22007930;10;SAMPLE;OID00498;P13236;CCL4;0;Inflammation;v.3023;1362718174.csv;Pass;0.11881;5.5526600000000004;IPC Normalized
C22007930;10;SAMPLE;OID00499;P30203;CD6;0;Inflammation;v.3023;1362718174.csv;Pass;0.17135;4.41906;IPC Normalized
C22007930;10;SAMPLE;OID00500;P21583;SCF;0;Inflammation;v.3023;1362718174.csv;Pass;1.0278499999999999;8.7734000000000005;IPC Normalized
C22007930;10;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;8.1566399999999994;IPC Normalized
C22007930;10;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.39815;IPC Normalized
C22007930;10;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;3.1270799999999999;IPC Normalized
C22007930;10;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;11.320080000000001;IPC Normalized
C22007930;10;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;5.8449200000000001;IPC Normalized
C22007930;10;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;4.2305599999999997;IPC Normalized
C22007930;10;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;-0.53063000000000005;IPC Normalized
C22007930;10;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;0.40078999999999998;IPC Normalized
C22007930;10;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;1.0433300000000001;IPC Normalized
C22007930;10;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;14.35643;IPC Normalized
C22007930;10;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;6.2958800000000004;IPC Normalized
C22007930;10;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;4.7686299999999999;IPC Normalized
C22007930;10;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;5.7808999999999999;IPC Normalized
C22007930;10;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;0.84863;IPC Normalized
C22007930;10;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.43283;IPC Normalized
C22007930;10;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.1289100000000001;IPC Normalized
C22007930;10;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;7.8959999999999999;IPC Normalized
C22007930;10;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;6.4149000000000003;IPC Normalized
C22007930;10;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-1.0511299999999999;IPC Normalized
C22007930;10;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;9.4273900000000008;IPC Normalized
C22007930;10;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;1.3686799999999999;IPC Normalized
C22007930;10;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;9.9534800000000008;IPC Normalized
C22007930;10;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;5.5838200000000002;IPC Normalized
C22007930;10;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.6544399999999999;IPC Normalized
C22007930;10;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;0.29321000000000003;IPC Normalized
C22007930;10;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;1.7730300000000001;IPC Normalized
C22007930;10;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;7.0900800000000004;IPC Normalized
C22007930;10;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;2.5674100000000002;IPC Normalized
C22007930;10;SAMPLE;OID05548;P01375;TNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.23355000000000001;2.5460799999999999;IPC Normalized
C22007930;10;SAMPLE;OID00530;P55773;CCL23;0;Inflammation;v.3023;1362718174.csv;Pass;0.28276000000000001;10.045120000000001;IPC Normalized
C22007930;10;SAMPLE;OID00531;P06127;CD5;0;Inflammation;v.3023;1362718174.csv;Pass;3.7010000000000001E-2;4.6857800000000003;IPC Normalized
C22007930;10;SAMPLE;OID00532;P10147;CCL3;0;Inflammation;v.3023;1362718174.csv;Pass;-3.092E-2;4.9866599999999996;IPC Normalized
C22007930;10;SAMPLE;OID00533;P49771;Flt3L;0;Inflammation;v.3023;1362718174.csv;Pass;0.85358000000000001;6.2747099999999998;IPC Normalized
C22007930;10;SAMPLE;OID00534;P80162;CXCL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.05339;8.2334200000000006;IPC Normalized
C22007930;10;SAMPLE;OID00535;P02778;CXCL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.4291;9.3327299999999997;IPC Normalized
C22007930;10;SAMPLE;OID00536;Q13541;4E-BP1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.53564000000000001;8.3044399999999996;IPC Normalized
C22007930;10;SAMPLE;OID00537;Q9NYY1;IL-20;0.15625;Inflammation;v.3023;1362718174.csv;Pass;0.17449000000000001;0.39252999999999999;IPC Normalized
C22007930;10;SAMPLE;OID00538;Q8IXJ6;SIRT2;0;Inflammation;v.3023;1362718174.csv;Pass;1.3910100000000001;4.7405499999999998;IPC Normalized
C22007930;10;SAMPLE;OID00539;Q9NRJ3;CCL28;0;Inflammation;v.3023;1362718174.csv;Pass;0.51137999999999995;4.9245999999999999;IPC Normalized
C22007930;10;SAMPLE;OID01213;Q8NFT8;DNER;0;Inflammation;v.3023;1362718174.csv;Pass;0.37741000000000002;7.5745899999999997;IPC Normalized
C22007930;10;SAMPLE;OID00541;P80511;EN-RAGE;0;Inflammation;v.3023;1362718174.csv;Pass;0.80910000000000004;1.90591;IPC Normalized
C22007930;10;SAMPLE;OID00542;P25942;CD40;0;Inflammation;v.3023;1362718174.csv;Pass;1.1812800000000001;11.110060000000001;IPC Normalized
C22007930;10;SAMPLE;OID00543;O95760;IL33;0.96875;Inflammation;v.3023;1362718174.csv;Pass;0.41610000000000003;-5.7090000000000002E-2;IPC Normalized
C22007930;10;SAMPLE;OID05547;P01579;IFN-gamma;0;Inflammation;v.3023;1362718174.csv;Pass;1.12774;4.7709000000000001;IPC Normalized
C22007930;10;SAMPLE;OID00545;O95750;FGF-19;0;Inflammation;v.3023;1362718174.csv;Pass;-0.44571;6.75183;IPC Normalized
C22007930;10;SAMPLE;OID00546;P05112;IL4;0.84375;Inflammation;v.3023;1362718174.csv;Pass;1.50342;0.79637000000000002;IPC Normalized
C22007930;10;SAMPLE;OID00547;P15018;LIF;0.75;Inflammation;v.3023;1362718174.csv;Pass;-0.13192999999999999;-0.41420000000000001;IPC Normalized
C22007930;10;SAMPLE;OID00548;Q99748;NRTN;0.34375;Inflammation;v.3023;1362718174.csv;Pass;0.72333000000000003;0.84745000000000004;IPC Normalized
C22007930;10;SAMPLE;OID00549;P80075;MCP-2;0;Inflammation;v.3023;1362718174.csv;Pass;1.4094;8.3201900000000002;IPC Normalized
C22007930;10;SAMPLE;OID00550;Q14790;CASP-8;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.95730999999999999;1.6072;IPC Normalized
C22007930;10;SAMPLE;OID00551;O15444;CCL25;0;Inflammation;v.3023;1362718174.csv;Pass;-9.6259999999999998E-2;5.1189299999999998;IPC Normalized
C22007930;10;SAMPLE;OID00552;P78423;CX3CL1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16051000000000001;2.1557200000000001;IPC Normalized
C22007930;10;SAMPLE;OID00553;Q07011;TNFRSF9;0;Inflammation;v.3023;1362718174.csv;Pass;1.2055199999999999;3.9193899999999999;IPC Normalized
C22007930;10;SAMPLE;OID00554;P20783;NT-3;0;Inflammation;v.3023;1362718174.csv;Pass;0.28952;1.9720299999999999;IPC Normalized
C22007930;10;SAMPLE;OID00555;O43508;TWEAK;0;Inflammation;v.3023;1362718174.csv;Pass;-1.0427200000000001;6.9274399999999998;IPC Normalized
C22007930;10;SAMPLE;OID00556;P78556;CCL20;0;Inflammation;v.3023;1362718174.csv;Pass;0.52571000000000001;6.6771200000000004;IPC Normalized
C22007930;10;SAMPLE;OID00557;P50225;ST1A1;0.21875;Inflammation;v.3023;1362718174.csv;Pass;-0.1724;2.6891699999999998;IPC Normalized
C22007930;10;SAMPLE;OID00558;O95630;STAMBP;0;Inflammation;v.3023;1362718174.csv;Pass;0.28737000000000001;4.7828999999999997;IPC Normalized
C22007930;10;SAMPLE;OID00559;P05113;IL5;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.0183199999999999;3.15944;IPC Normalized
C22007930;10;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;4.7484700000000002;IPC Normalized
C22007930;10;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;2.5798700000000001;IPC Normalized
C22007930;10;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.0342500000000001;IPC Normalized
C22007936;12;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;3.57294;IPC Normalized
C22007936;12;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;10.035869999999999;IPC Normalized
C22007936;12;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;7.4583000000000004;IPC Normalized
C22007936;12;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.34177999999999997;IPC Normalized
C22007936;12;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;2.0071699999999999;IPC Normalized
C22007936;12;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;2.17902;IPC Normalized
C22007936;12;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;4.7119400000000002;IPC Normalized
C22007936;12;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;1.94004;IPC Normalized
C22007936;12;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;9.7997899999999998;IPC Normalized
C22007936;12;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;7.4144800000000002;IPC Normalized
C22007936;12;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;11.077769999999999;IPC Normalized
C22007936;12;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;2.8452999999999999;IPC Normalized
C22007936;12;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;3.7611300000000001;IPC Normalized
C22007936;12;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;10.893079999999999;IPC Normalized
C22007936;12;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;2.18974;IPC Normalized
C22007936;12;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;7.5864500000000001;IPC Normalized
C22007936;12;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;3.2546599999999999;IPC Normalized
C22007936;12;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;5.7195600000000004;IPC Normalized
C22007936;12;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;1.6425000000000001;IPC Normalized
C22007936;12;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;6.0011700000000001;IPC Normalized
C22007936;12;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.7683999999999997;IPC Normalized
C22007936;12;SAMPLE;OID00492;P14784;IL-2RB;0.96875;Inflammation;v.3023;1362718174.csv;Pass;1.63581;1.14625;IPC Normalized
C22007936;12;SAMPLE;OID00493;P01583;IL-1 alpha;0.875;Inflammation;v.3023;1362718174.csv;Pass;-1.589;-2.27217;IPC Normalized
C22007936;12;SAMPLE;OID00494;P13725;OSM;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31086000000000003;6.3344500000000004;IPC Normalized
C22007936;12;SAMPLE;OID00495;P60568;IL2;1;Inflammation;v.3023;1362718174.csv;Pass;1.13513;0.67591999999999997;IPC Normalized
C22007936;12;SAMPLE;OID00496;P09341;CXCL1;0;Inflammation;v.3023;1362718174.csv;Pass;1.6355999999999999;9.1180000000000003;IPC Normalized
C22007936;12;SAMPLE;OID00497;Q969D9;TSLP;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.47404;1.35554;IPC Normalized
C22007936;12;SAMPLE;OID00498;P13236;CCL4;0;Inflammation;v.3023;1362718174.csv;Pass;0.11881;7.3577899999999996;IPC Normalized
C22007936;12;SAMPLE;OID00499;P30203;CD6;0;Inflammation;v.3023;1362718174.csv;Pass;0.17135;5.4494400000000001;IPC Normalized
C22007936;12;SAMPLE;OID00500;P21583;SCF;0;Inflammation;v.3023;1362718174.csv;Pass;1.0278499999999999;7.8716100000000004;IPC Normalized
C22007936;12;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;8.4699600000000004;IPC Normalized
C22007936;12;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.3084499999999999;IPC Normalized
C22007936;12;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;3.5606599999999999;IPC Normalized
C22007936;12;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;12.382490000000001;IPC Normalized
C22007936;12;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;7.3144900000000002;IPC Normalized
C22007936;12;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;4.0282;IPC Normalized
C22007936;12;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;0.88556000000000001;IPC Normalized
C22007936;12;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;4.4176299999999999;IPC Normalized
C22007936;12;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;1.17581;IPC Normalized
C22007936;12;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;13.708209999999999;IPC Normalized
C22007936;12;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;6.0244;IPC Normalized
C22007936;12;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;3.2546200000000001;IPC Normalized
C22007936;12;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;7.9508200000000002;IPC Normalized
C22007936;12;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;1.2233700000000001;IPC Normalized
C22007936;12;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.9449199999999998;IPC Normalized
C22007936;12;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.3626;IPC Normalized
C22007936;12;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;7.9401900000000003;IPC Normalized
C22007936;12;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;7.1961899999999996;IPC Normalized
C22007936;12;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-1.1962600000000001;IPC Normalized
C22007936;12;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;9.0094799999999999;IPC Normalized
C22007936;12;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;2.7317499999999999;IPC Normalized
C22007936;12;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;10.020910000000001;IPC Normalized
C22007936;12;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;6.23102;IPC Normalized
C22007936;12;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.0191399999999999;IPC Normalized
C22007936;12;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;0.51692000000000005;IPC Normalized
C22007936;12;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;2.1336499999999998;IPC Normalized
C22007936;12;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;7.2422399999999998;IPC Normalized
C22007936;12;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;2.0962000000000001;IPC Normalized
C22007936;12;SAMPLE;OID05548;P01375;TNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.23355000000000001;3.8856099999999998;IPC Normalized
C22007936;12;SAMPLE;OID00530;P55773;CCL23;0;Inflammation;v.3023;1362718174.csv;Pass;0.28276000000000001;10.01474;IPC Normalized
C22007936;12;SAMPLE;OID00531;P06127;CD5;0;Inflammation;v.3023;1362718174.csv;Pass;3.7010000000000001E-2;5.2506300000000001;IPC Normalized
C22007936;12;SAMPLE;OID00532;P10147;CCL3;0;Inflammation;v.3023;1362718174.csv;Pass;-3.092E-2;8.5821199999999997;IPC Normalized
C22007936;12;SAMPLE;OID00533;P49771;Flt3L;0;Inflammation;v.3023;1362718174.csv;Pass;0.85358000000000001;8.0753599999999999;IPC Normalized
C22007936;12;SAMPLE;OID00534;P80162;CXCL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.05339;7.9158600000000003;IPC Normalized
C22007936;12;SAMPLE;OID00535;P02778;CXCL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.4291;10.302519999999999;IPC Normalized
C22007936;12;SAMPLE;OID00536;Q13541;4E-BP1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.53564000000000001;8.6597299999999997;IPC Normalized
C22007936;12;SAMPLE;OID00537;Q9NYY1;IL-20;0.15625;Inflammation;v.3023;1362718174.csv;Pass;0.17449000000000001;0.35332000000000002;IPC Normalized
C22007936;12;SAMPLE;OID00538;Q8IXJ6;SIRT2;0;Inflammation;v.3023;1362718174.csv;Pass;1.3910100000000001;3.8787699999999998;IPC Normalized
C22007936;12;SAMPLE;OID00539;Q9NRJ3;CCL28;0;Inflammation;v.3023;1362718174.csv;Pass;0.51137999999999995;4.8508500000000003;IPC Normalized
C22007936;12;SAMPLE;OID01213;Q8NFT8;DNER;0;Inflammation;v.3023;1362718174.csv;Pass;0.37741000000000002;7.5003900000000003;IPC Normalized
C22007936;12;SAMPLE;OID00541;P80511;EN-RAGE;0;Inflammation;v.3023;1362718174.csv;Pass;0.80910000000000004;1.8727499999999999;IPC Normalized
C22007936;12;SAMPLE;OID00542;P25942;CD40;0;Inflammation;v.3023;1362718174.csv;Pass;1.1812800000000001;10.685280000000001;IPC Normalized
C22007936;12;SAMPLE;OID00543;O95760;IL33;0.96875;Inflammation;v.3023;1362718174.csv;Pass;0.41610000000000003;-0.33105000000000001;IPC Normalized
C22007936;12;SAMPLE;OID05547;P01579;IFN-gamma;0;Inflammation;v.3023;1362718174.csv;Pass;1.12774;5.7889299999999997;IPC Normalized
C22007936;12;SAMPLE;OID00545;O95750;FGF-19;0;Inflammation;v.3023;1362718174.csv;Pass;-0.44571;5.8300200000000002;IPC Normalized
C22007936;12;SAMPLE;OID00546;P05112;IL4;0.84375;Inflammation;v.3023;1362718174.csv;Pass;1.50342;1.1753100000000001;IPC Normalized
C22007936;12;SAMPLE;OID00547;P15018;LIF;0.75;Inflammation;v.3023;1362718174.csv;Pass;-0.13192999999999999;-0.68713999999999997;IPC Normalized
C22007936;12;SAMPLE;OID00548;Q99748;NRTN;0.34375;Inflammation;v.3023;1362718174.csv;Pass;0.72333000000000003;3.6534900000000001;IPC Normalized
C22007936;12;SAMPLE;OID00549;P80075;MCP-2;0;Inflammation;v.3023;1362718174.csv;Pass;1.4094;7.96441;IPC Normalized
C22007936;12;SAMPLE;OID00550;Q14790;CASP-8;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.95730999999999999;1.52963;IPC Normalized
